disease,year,age,country,country_name,cohort_size,cases,dalys,deaths
HepB,2038,0,RFP,Request for Proposal,8706293.095154094,16536.730651508908,964.2348000159699,15.269864262737356
HepB,2039,0,RFP,Request for Proposal,8755302.656450858,15511.493754025852,899.9590778115949,14.253250501730943
HepB,2040,0,RFP,Request for Proposal,8778258.109703982,14499.494301429017,848.6925911320324,13.248867886672272
HepB,2041,0,RFP,Request for Proposal,8808904.718713282,13567.834171576858,788.4451295462634,12.309512179378345
HepB,2042,0,RFP,Request for Proposal,8824859.255202612,12625.654725644781,730.2511971051727,11.40202408224126
HepB,2043,0,RFP,Request for Proposal,8837769.003845785,11763.212157453205,675.1896073063177,10.543400160512022
HepB,2044,0,RFP,Request for Proposal,8874040.625927038,10977.628842274036,624.9309774411537,9.759860648307395
HepB,2045,0,RFP,Request for Proposal,8876604.110101195,10152.763302456671,583.4456373483243,8.98720228826471
HepB,2046,0,RFP,Request for Proposal,8865317.95746234,9392.704955394687,535.6073398563921,8.251304950122403
HepB,2047,0,RFP,Request for Proposal,8878914.327706423,8707.602351721684,492.2309203431755,7.584192711265629
HepB,2048,0,RFP,Request for Proposal,8893102.02449586,8059.925401115027,451.6005973202549,6.959264312140569
HepB,2049,0,RFP,Request for Proposal,8898769.688182794,7434.946038737654,413.20184665688515,6.368563380008887
HepB,2050,0,RFP,Request for Proposal,8915930.164906912,6878.337512917613,382.9223950625578,5.824629122947798
HepB,2051,0,RFP,Request for Proposal,8909639.314635567,6301.410730584383,348.5757132131757,5.303091912588373
HepB,2052,0,RFP,Request for Proposal,8870342.248778703,5755.532389029998,315.5885613922768,4.802054133233833
HepB,2053,0,RFP,Request for Proposal,8839098.013898829,5250.090427853176,285.4066620276351,4.343646523723
HepB,2054,0,RFP,Request for Proposal,8816391.820366722,4795.649408416435,257.7967519377937,3.9243070132979887
HepB,2055,0,RFP,Request for Proposal,8823763.138157373,4392.235054268368,235.95750788101194,3.5486233297119476
HepB,2056,0,RFP,Request for Proposal,8840321.281002523,4102.756167926976,213.71488334645656,3.2149093806361475
HepB,2057,0,RFP,Request for Proposal,8842299.167177422,3839.336355631613,194.51314336964174,2.9266399514202885
HepB,2058,0,RFP,Request for Proposal,8823228.826939482,3589.796560226886,177.68482961080238,2.6738370197356223
HepB,2059,0,RFP,Request for Proposal,8788636.27068616,3358.159234593681,162.87687825566348,2.451263077580697
HepB,2060,0,RFP,Request for Proposal,8766040.324724503,3158.1391332458265,151.96996230546804,2.2601364836079947
HepB,2061,0,RFP,Request for Proposal,8780438.341980409,2996.022039870612,141.2019748577554,2.1001404713779923
HepB,2062,0,RFP,Request for Proposal,8819845.055685977,2852.7842403578416,131.95224213565135,1.9626623096713063
HepB,2063,0,RFP,Request for Proposal,8805966.056117788,2679.9876377734677,122.90088695223294,1.828018723786807
HepB,2064,0,RFP,Request for Proposal,8763221.810996981,2525.1426258052675,114.38416437256541,1.7012827147690612
HepB,2065,0,RFP,Request for Proposal,8721893.707292005,2370.9125338844883,107.90578391191157,1.586871625005384
HepB,2066,0,RFP,Request for Proposal,8663436.297867019,2228.0697183775537,100.64987433061522,1.4800870955640237
HepB,2067,0,RFP,Request for Proposal,8657262.170402095,2118.989846386364,94.58946585087212,1.390923258213208
HepB,2068,0,RFP,Request for Proposal,8655798.652638879,2006.7281140114576,89.05675829255341,1.3095138236534893
HepB,2069,0,RFP,Request for Proposal,8617600.776436679,1893.6055425754325,83.60374048809827,1.2292569972531646
HepB,2070,0,RFP,Request for Proposal,8577308.171853611,1787.9223683749922,79.37583906373838,1.15496423918032
HepB,2071,0,RFP,Request for Proposal,8532279.768102994,1688.2421147889584,74.61787358875839,1.0856673426869705
HepB,2072,0,RFP,Request for Proposal,8522718.49688569,1610.2304642680613,70.49513142881271,1.0256369085071921
HepB,2073,0,RFP,Request for Proposal,8521173.76124266,1529.3606880212576,66.71197850377469,0.9705499266868428
HepB,2074,0,RFP,Request for Proposal,8489894.527877182,1449.378438725455,62.96420918190978,0.9159696005378706
HepB,2075,0,RFP,Request for Proposal,8438107.043459043,1365.698771761646,59.93384071782361,0.8630301136567655
HepB,2076,0,RFP,Request for Proposal,8384047.283144903,1292.716458851104,56.49796879574509,0.8135047341231865
HepB,2077,0,RFP,Request for Proposal,8349881.193430029,1225.0380834707578,53.41591055664045,0.769088720012296
HepB,2078,0,RFP,Request for Proposal,8307579.068549888,1159.6622274141946,50.48368123981246,0.7268343185730863
HepB,2079,0,RFP,Request for Proposal,8276725.7876678845,1102.2344964198926,47.80360843944518,0.6882197230257181
HepB,2080,0,RFP,Request for Proposal,8246500.304391062,1045.6363505090408,45.730555911956735,0.6520261976240869
HepB,2081,0,RFP,Request for Proposal,8212312.469534311,993.3367566532118,43.32764175555905,0.6177401228055895
HepB,2082,0,RFP,Request for Proposal,8185674.016765136,943.8809430527418,41.10581074978161,0.5860408645796669
HepB,2083,0,RFP,Request for Proposal,8145869.662173205,894.8023965959411,38.95296513708276,0.5553255681496527
HepB,2084,0,RFP,Request for Proposal,8117991.973977906,852.6071748289723,36.981879612862365,0.5272076779235586
HepB,2085,0,RFP,Request for Proposal,8086098.983196819,808.6665449620682,35.43704861102302,0.5004554955630431
HepB,2086,0,RFP,Request for Proposal,8021917.320743361,763.546906403987,33.521388366617316,0.4733817266525666
HepB,2087,0,RFP,Request for Proposal,7977408.482219183,726.3050917896886,31.798022784388603,0.44903152892643033
HepB,2088,0,RFP,Request for Proposal,7950438.522601112,691.3125860964288,30.237830138786695,0.4269897696614538
HepB,2089,0,RFP,Request for Proposal,7914674.9707218995,657.2407742307843,28.73196117016742,0.4057149176558946
HepB,2090,0,RFP,Request for Proposal,7878153.194863385,624.9411518266403,27.544899687016784,0.3855870098284265
HepB,2091,0,RFP,Request for Proposal,7849496.281066478,596.20356664779,26.212358286381157,0.36692539390335893
HepB,2092,0,RFP,Request for Proposal,7822502.410773119,567.8729042476373,24.955629830476536,0.349325411324881
HepB,2093,0,RFP,Request for Proposal,7775606.567333468,538.5682360996312,23.70563956463934,0.331818488563238
HepB,2094,0,RFP,Request for Proposal,7736249.164292385,513.136149540288,22.54569040472209,0.3155745435957451
HepB,2095,0,RFP,Request for Proposal,7698299.963675832,487.3823153831549,21.631496417912146,0.30024741660103077
HepB,2096,0,RFP,Request for Proposal,7663234.024351102,464.9811213518313,20.593991982142068,0.2858409956371093
HepB,2097,0,RFP,Request for Proposal,7628008.777248716,441.81342257313264,19.609939646809593,0.27217718117923567
HepB,2098,0,RFP,Request for Proposal,7580862.535954105,420.5123747280828,18.648423670761233,0.2588262899261108
HepB,2099,0,RFP,Request for Proposal,7546853.374748195,400.8637075851126,17.767697048467245,0.2465985278734947
HepB,2100,0,RFP,Request for Proposal,7512137.452930681,383.2656482781553,16.929237044059647,0.23495704557354338
HepB,2000,1,RFP,Request for Proposal,4372188.213884761,58063.24460535258,3518.7353417956488,63.275256044103195
HepB,2001,1,RFP,Request for Proposal,4535148.069110128,60143.487559132875,3643.6449077897137,65.51644313692474
HepB,2002,1,RFP,Request for Proposal,4688101.5435130885,62018.70349514309,3760.5775512660716,67.60857841851093
HepB,2003,1,RFP,Request for Proposal,4831748.410896773,63663.615463127964,3870.9290113776296,69.57748456274297
HepB,2004,1,RFP,Request for Proposal,4969509.34421905,65186.482948266734,3978.323787162324,71.49038250721024
HepB,2005,1,RFP,Request for Proposal,5100528.0885083135,66082.26990437179,4131.630217142603,72.1191166873797
HepB,2006,1,RFP,Request for Proposal,5243856.088013681,65755.3904652458,4044.5240264401973,70.59497057242555
HepB,2007,1,RFP,Request for Proposal,5395103.149761072,64279.881562306924,3878.893695231355,67.70275960315364
HepB,2008,1,RFP,Request for Proposal,5542625.059649964,60716.5498680949,3661.399088858962,63.909420238598216
HepB,2009,1,RFP,Request for Proposal,5700094.280616756,56650.88265208982,3411.178851431168,59.54525098220336
HepB,2010,1,RFP,Request for Proposal,5850753.971380875,52105.10518468171,3196.0521265442194,54.558373585933346
HepB,2011,1,RFP,Request for Proposal,5982595.506403597,51108.71812658961,3059.5434908961197,52.22824760126552
HepB,2012,1,RFP,Request for Proposal,6113123.485379115,50555.46599115348,2986.347075616872,50.97633540054936
HepB,2013,1,RFP,Request for Proposal,6228519.739128013,49916.494100720505,2940.6830505329026,50.192398331907825
HepB,2014,1,RFP,Request for Proposal,6318807.5684231995,49349.69115987503,2881.66504621551,49.182323188505954
HepB,2015,1,RFP,Request for Proposal,6409584.070229097,48833.68688747175,2867.6998678212894,48.338607406863325
HepB,2016,1,RFP,Request for Proposal,6505037.324137601,48088.650509863735,2784.7252900268304,46.941030127709084
HepB,2017,1,RFP,Request for Proposal,6612299.270191854,46759.11779481522,2641.9200442228257,44.537778623858294
HepB,2018,1,RFP,Request for Proposal,6727588.722700352,42875.66883663665,2514.266989863274,42.38873103043253
HepB,2019,1,RFP,Request for Proposal,6836967.600194098,39071.94281953727,2398.8701366364635,40.44555654556917
HepB,2020,1,RFP,Request for Proposal,6946590.656326589,38011.85281375604,2322.6651449050178,38.65166258254796
HepB,2021,1,RFP,Request for Proposal,7058098.4186066715,37079.056193569,2229.2555935567943,37.09877357783581
HepB,2022,1,RFP,Request for Proposal,7172685.980180511,35727.071823901664,2143.4246918918498,35.671119349223005
HepB,2023,1,RFP,Request for Proposal,7270461.316184216,34350.43685967339,2051.9535250633858,34.14964395102845
HepB,2024,1,RFP,Request for Proposal,7362783.400301898,32988.229479539725,1959.43374457499,32.611701938772306
HepB,2025,1,RFP,Request for Proposal,7477302.309924605,31662.263876515004,1912.103461971907,31.18970039612119
HepB,2026,1,RFP,Request for Proposal,7583989.63428126,30342.895218741305,1824.3804747288202,29.759799225452202
HepB,2027,1,RFP,Request for Proposal,7676869.283628459,28997.65175543449,1735.6057265538798,28.312867875526493
HepB,2028,1,RFP,Request for Proposal,7774268.332298467,27683.29633123074,1650.626766003845,26.927585657447448
HepB,2029,1,RFP,Request for Proposal,7869517.157840955,26433.151004662766,1567.9804304686988,25.580563452572587
HepB,2030,1,RFP,Request for Proposal,7973269.167508209,25174.861984273404,1512.383609430246,24.306781619392826
HepB,2031,1,RFP,Request for Proposal,8062475.489636015,24002.441643426828,1433.0276172161662,23.032215851844782
HepB,2032,1,RFP,Request for Proposal,8142059.374924929,22787.163171139986,1354.4271208478838,21.769836234856424
HepB,2033,1,RFP,Request for Proposal,8217693.137261074,21615.11210655887,1277.9078163759796,20.540767620464088
HepB,2034,1,RFP,Request for Proposal,8282121.230822143,20459.499343381478,1202.4827035229582,19.32953712954404
HepB,2035,1,RFP,Request for Proposal,8353986.850983859,19319.900670623814,1148.5219809917317,18.184064473250512
HepB,2036,1,RFP,Request for Proposal,8406466.219057027,18204.337256178966,1076.7026823249769,17.04790453109844
HepB,2037,1,RFP,Request for Proposal,8444309.314889463,17128.394499735463,1006.3874253008563,15.935839288230932
HepB,2038,1,RFP,Request for Proposal,8495996.685313901,16137.293709919817,940.9441624885935,14.901027882190041
HepB,2039,1,RFP,Request for Proposal,8564867.416331038,15174.105641521419,880.3842064672228,13.943230244488872
HepB,2040,1,RFP,Request for Proposal,8613276.75325296,14226.986224335773,832.741994425368,12.99986447756002
HepB,2041,1,RFP,Request for Proposal,8634747.836396726,13299.590641357927,772.8571364842261,12.066146365755225
HepB,2042,1,RFP,Request for Proposal,8668307.437962914,12401.677307537471,717.2966390048969,11.199753707307707
HepB,2043,1,RFP,Request for Proposal,8689260.255716566,11565.544634040723,663.8438068800691,10.366230203005587
HepB,2044,1,RFP,Request for Proposal,8706077.074224174,10769.849589580843,613.1025859603345,9.575130723381738
HepB,2045,1,RFP,Request for Proposal,8743262.920555694,10000.252103451758,574.6813245149258,8.852199732226465
HepB,2046,1,RFP,Request for Proposal,8748097.075548358,9268.510745586067,528.5253192183483,8.142202800844112
HepB,2047,1,RFP,Request for Proposal,8738604.148873143,8569.99935229115,484.4523782927015,7.464342536306387
HepB,2048,1,RFP,Request for Proposal,8752481.00618091,7932.478879718397,444.45972165146225,6.849221850961049
HepB,2049,1,RFP,Request for Proposal,8771696.987296227,7328.776454941942,407.3014046288446,6.2776215332343055
HepB,2050,1,RFP,Request for Proposal,8775713.327921271,6770.164982184128,376.9003462069073,5.733027791720602
HepB,2051,1,RFP,Request for Proposal,8791232.72061655,6217.666758940351,343.9432402811319,5.2326153165147335
HepB,2052,1,RFP,Request for Proposal,8785886.898962276,5700.733432274725,312.5838134803102,4.756333331230334
HepB,2053,1,RFP,Request for Proposal,8751093.738305107,5197.819211471342,282.56508175531894,4.300400090076224
HepB,2054,1,RFP,Request for Proposal,8722628.427512797,4744.647097195159,255.0550523149877,3.8825715337884166
HepB,2055,1,RFP,Request for Proposal,8706778.389758777,4334.003151996524,232.82920204822588,3.501575964445246
HepB,2056,1,RFP,Request for Proposal,8717197.466159506,4045.6149199214947,210.73836350176575,3.1701336428844944
HepB,2057,1,RFP,Request for Proposal,8729183.421464723,3790.2213701851547,192.02482004477037,2.8892007001261977
HepB,2058,1,RFP,Request for Proposal,8728046.32787849,3551.0708494440373,175.7680158842962,2.6449924216171676
HepB,2059,1,RFP,Request for Proposal,8708152.038582133,3327.406014303883,161.38529070212772,2.4288149957159284
HepB,2060,1,RFP,Request for Proposal,8677138.812763255,3126.1106079905126,150.42874655454978,2.23721512536774
HepB,2061,1,RFP,Request for Proposal,8658882.295100037,2954.545227284624,139.24718021005,2.0710662083797953
HepB,2062,1,RFP,Request for Proposal,8676080.026507232,2806.2833543483644,129.8013973281677,1.9306705680435994
HepB,2063,1,RFP,Request for Proposal,8717431.814945513,2653.04332861428,121.66525457568567,1.8096400189941924
HepB,2064,1,RFP,Request for Proposal,8700450.127160722,2507.054819976868,113.56482112681314,1.6890962857374965
HepB,2065,1,RFP,Request for Proposal,8659714.39347035,2354.0100446504307,107.13651202828143,1.5755586473336436
HepB,2066,1,RFP,Request for Proposal,8624565.81524827,2218.0729754820263,100.19828571655562,1.4734463472807449
HepB,2067,1,RFP,Request for Proposal,8577366.027769618,2099.434112521394,93.71651857188265,1.3780867054045192
HepB,2068,1,RFP,Request for Proposal,8575589.798842113,1988.1327921508305,88.23151491615816,1.2973792296037254
HepB,2069,1,RFP,Request for Proposal,8572174.57628083,1883.6237266820274,83.16303775102388,1.2227771804400112
HepB,2070,1,RFP,Request for Proposal,8533955.825742753,1778.8856603798793,78.97464922900411,1.1491266956947177
HepB,2071,1,RFP,Request for Proposal,8489730.241706079,1679.8230398898745,74.24576258580983,1.080253240886345
HepB,2072,1,RFP,Request for Proposal,8446683.248659836,1595.864828104413,69.86621064269703,1.0164867110723668
HepB,2073,1,RFP,Request for Proposal,8442667.034447137,1515.2704810767173,66.0973520195448,0.961608118894778
HepB,2074,1,RFP,Request for Proposal,8438695.361563435,1440.637815683296,62.58449715991318,0.9104457533614085
HepB,2075,1,RFP,Request for Proposal,8406828.190293515,1360.636322194431,59.71167456209652,0.8598309847450952
HepB,2076,1,RFP,Request for Proposal,8352658.041187636,1287.8766257324867,56.28644465320011,0.8104590336314788
HepB,2077,1,RFP,Request for Proposal,8303928.1709343465,1218.2961668729392,53.12193960273418,0.7648560907768396
HepB,2078,1,RFP,Request for Proposal,8275923.830032602,1155.2434449860796,50.29131798239529,0.7240647856529505
HepB,2079,1,RFP,Request for Proposal,8235697.27551523,1096.7706158236767,47.56664143339542,0.684808152799249
HepB,2080,1,RFP,Request for Proposal,8204927.531034056,1040.3650231084448,45.5000161719163,0.6487391623562627
HepB,2081,1,RFP,Request for Proposal,8174304.50048693,988.7394263835024,43.127114112115066,0.6148811171900553
HepB,2082,1,RFP,Request for Proposal,8143053.299038954,938.9663956179697,40.89178327284029,0.5829894992047324
HepB,2083,1,RFP,Request for Proposal,8115206.899236287,891.4341725879366,38.80633800146397,0.5532352061680397
HepB,2084,1,RFP,Request for Proposal,8075130.447743642,848.1055634811668,36.78662199148258,0.5244241169406628
HepB,2085,1,RFP,Request for Proposal,8049509.892827514,805.0073796026362,35.27669819028929,0.49819096585705963
HepB,2086,1,RFP,Request for Proposal,8018590.306741121,763.2302325780921,33.50748568923845,0.47318539607846505
HepB,2087,1,RFP,Request for Proposal,7956216.308444938,724.3756451839854,31.71355058692922,0.4478386660797635
HepB,2088,1,RFP,Request for Proposal,7913070.240827915,688.0633107970638,30.0957076943927,0.4249828521836791
HepB,2089,1,RFP,Request for Proposal,7889132.878841238,655.1197390265315,28.63923791939152,0.40440560201849246
HepB,2090,1,RFP,Request for Proposal,7855712.086800209,623.1609919878584,27.466437380537556,0.3844886559958356
HepB,2091,1,RFP,Request for Proposal,7815233.384227416,593.6011498088386,26.097941858152364,0.3653237717777115
HepB,2092,1,RFP,Request for Proposal,7786503.667216316,565.2595830903675,24.84078533808896,0.34771783420443925
HepB,2093,1,RFP,Request for Proposal,7762479.5511786975,537.6590087776847,23.665618980929313,0.3312583024707316
HepB,2094,1,RFP,Request for Proposal,7716480.607584108,511.82492482973,22.4880790545926,0.3147681511013622
HepB,2095,1,RFP,Request for Proposal,7679151.896869167,486.1700439492827,21.577692157167213,0.2995006078745934
HepB,2096,1,RFP,Request for Proposal,7642845.507855699,463.7440098095493,20.539200370154248,0.2850804976755319
HepB,2097,1,RFP,Request for Proposal,7611057.9478825005,440.83163241577495,19.5663627775975,0.2715723537478217
HepB,2098,1,RFP,Request for Proposal,7573208.681710319,420.08781348473985,18.629595692285772,0.2585649715486625
HepB,2099,1,RFP,Request for Proposal,7526471.837875029,399.78110825111764,17.719712417712888,0.24593254739936235
HepB,2100,1,RFP,Request for Proposal,7496239.052528157,382.45451951819337,16.893408654240886,0.23445979146826004
HepB,2000,2,RFP,Request for Proposal,4135595.69003248,54921.26422568662,3328.3257723631486,59.85123772821003
HepB,2001,2,RFP,Request for Proposal,4265905.439675038,56572.889535197806,3427.329029950344,61.626863534977716
HepB,2002,2,RFP,Request for Proposal,4429205.935034253,58593.78408386015,3552.9035057424544,63.87496388700211
HepB,2003,2,RFP,Request for Proposal,4581092.448207545,60360.94664324513,3670.117347496223,65.96802275069211
HepB,2004,2,RFP,Request for Proposal,4727541.731494847,62012.52419935572,3784.617438558033,68.0094840945465
HepB,2005,2,RFP,Request for Proposal,4873132.54897883,63136.14096292087,3947.4308036582966,68.90384854946562
HepB,2006,2,RFP,Request for Proposal,5010847.329410491,62833.574601763816,3864.8071336185676,67.45810980038625
HepB,2007,2,RFP,Request for Proposal,5157574.549724689,61449.85035545679,3708.1187974133104,64.72203036392693
HepB,2008,2,RFP,Request for Proposal,5311008.946665234,58179.31685612931,3508.39595119031,61.23876304287108
HepB,2009,2,RFP,Request for Proposal,5457778.27977619,54242.604007467606,3266.1666504502964,57.0139302045593
HepB,2010,2,RFP,Request for Proposal,5613746.260768449,49994.38377143343,3066.583514256726,52.34827292513122
HepB,2011,2,RFP,Request for Proposal,5763966.17102447,49240.98946866258,2947.7348353949787,50.3196066027459
HepB,2012,2,RFP,Request for Proposal,5895606.270587757,48756.60094594772,2880.0868471359463,49.162494976236395
HepB,2013,2,RFP,Request for Proposal,6027884.770361342,48308.568838490886,2845.9568753407616,48.575585558820826
HepB,2014,2,RFP,Request for Proposal,6146066.684755103,48000.590215211865,2802.887308307129,47.83779767852077
HepB,2015,2,RFP,Request for Proposal,6238911.105632066,47533.35444437298,2791.339400019815,47.05145782894594
HepB,2016,2,RFP,Request for Proposal,6332503.8431798965,46813.19245273026,2710.8658601944303,45.69601047230721
HepB,2017,2,RFP,Request for Proposal,6430414.810738964,45472.91514168618,2569.2487721696357,43.31267832829985
HepB,2018,2,RFP,Request for Proposal,6536365.08658111,41656.979402141136,2442.8019678779146,41.18388221873729
HepB,2019,2,RFP,Request for Proposal,6649907.733283321,38002.93198737234,2333.236897642803,39.338963554791846
HepB,2020,2,RFP,Request for Proposal,6757480.635087679,36977.03981719738,2259.434233999993,37.59943176983298
HepB,2021,2,RFP,Request for Proposal,6866833.863419392,36074.265842256915,2168.845897600109,36.09344891309996
HepB,2022,2,RFP,Request for Proposal,6979068.335591151,34762.664415891224,2085.5656358359297,34.7082223079547
HepB,2023,2,RFP,Request for Proposal,7090711.226313185,33501.1793168417,2001.222379610445,33.30535067962395
HepB,2024,2,RFP,Request for Proposal,7186849.755240259,32199.97602416478,1912.6130923572812,31.832445605696332
HepB,2025,2,RFP,Request for Proposal,7280268.892246582,30827.93569177212,1861.7178730989992,30.367824669999408
HepB,2026,2,RFP,Request for Proposal,7395807.118258217,29589.993033870713,1779.1118859683718,29.0213654769049
HepB,2027,2,RFP,Request for Proposal,7501829.655434921,28336.478822272613,1696.0323314832558,27.667308639993628
HepB,2028,2,RFP,Request for Proposal,7594249.50278553,27042.269498917307,1612.405304423436,26.304057854641357
HepB,2029,2,RFP,Request for Proposal,7694974.732407103,25846.875354495827,1533.2033149382833,25.013197818897353
HepB,2030,2,RFP,Request for Proposal,7793610.810655073,24607.607293245266,1478.3056987898894,23.75908702205956
HepB,2031,2,RFP,Request for Proposal,7895900.345364745,23506.53809807576,1403.4204844702315,22.556357700915843
HepB,2032,2,RFP,Request for Proposal,7986351.318933015,22351.38338674343,1328.5251709530646,21.353511724888936
HepB,2033,2,RFP,Request for Proposal,8065886.002870057,21215.811697839676,1254.3007626226222,20.161313798257517
HepB,2034,2,RFP,Request for Proposal,8143980.947115878,20118.248477206667,1182.4260903453642,19.00713328292455
HepB,2035,2,RFP,Request for Proposal,8210992.588643325,18989.204082974422,1128.8628581820685,17.872809867265712
HepB,2036,2,RFP,Request for Proposal,8282988.255923526,17936.943749084086,1060.8875882474588,16.797497228869307
HepB,2037,2,RFP,Request for Proposal,8335781.73240174,16908.25769782147,993.4531768927169,15.731029392196561
HepB,2038,2,RFP,Request for Proposal,8372561.02354354,15902.84004873727,927.2734809090555,14.684535538110369
HepB,2039,2,RFP,Request for Proposal,8425635.527664423,14927.432892884664,866.0725364949632,13.716566808070464
HepB,2040,2,RFP,Request for Proposal,8492196.298099106,14026.991493310832,821.0357898531449,12.817119913212087
HepB,2041,2,RFP,Request for Proposal,8537122.158356635,13149.223592010481,764.1191045918112,11.92972481151799
HepB,2042,2,RFP,Request for Proposal,8559859.27312174,12246.52139566191,708.3226259459988,11.059634918844884
HepB,2043,2,RFP,Request for Proposal,8596561.329993581,11442.16087852811,656.7617761968296,10.255640995715636
HepB,2044,2,RFP,Request for Proposal,8619756.74524064,10663.067056902812,607.0237037646508,9.480193769911645
HepB,2045,2,RFP,Request for Proposal,8636249.098060673,9877.853267544826,567.647469327035,8.74385256945182
HepB,2046,2,RFP,Request for Proposal,8673791.113438511,9189.784412038489,524.0360477796827,8.07304327876916
HepB,2047,2,RFP,Request for Proposal,8678713.077819638,8511.263834422114,481.1321258455061,7.413184769963661
HepB,2048,2,RFP,Request for Proposal,8668351.846590038,7856.231609812668,440.1875589551794,6.783386886250372
HepB,2049,2,RFP,Request for Proposal,8685947.885035055,7257.132849081612,403.3197657456023,6.216253657486905
HepB,2050,2,RFP,Request for Proposal,8702178.857329993,6713.435633904649,373.7421792991741,5.684988943162509
HepB,2051,2,RFP,Request for Proposal,8703554.926188517,6155.655966456844,340.51298360671126,5.180428759222667
HepB,2052,2,RFP,Request for Proposal,8718645.196157625,5657.103571381929,310.1914917796894,4.719931320144098
HepB,2053,2,RFP,Request for Proposal,8716116.630967207,5177.044130559245,281.4357018754946,4.283211889373023
HepB,2054,2,RFP,Request for Proposal,8682843.339276921,4723.006119939429,253.89171171809252,3.8648625997970694
HepB,2055,2,RFP,Request for Proposal,8660027.496357976,4310.731798312358,231.57902974358177,3.4827743139012126
HepB,2056,2,RFP,Request for Proposal,8646335.605785692,4012.7282266127113,209.02527709436936,3.14436371299126
